id,gid,lg,na,bid,bna,bsl,stt,st,rat,rtxt,sri,rii,mna,dtim,avd,time_estimation,ac,adb,acr,acod,cav,mav,ism,isn,isd,dls,dch,dct,tch,mcc,mtyp,trc,ttyp,sl,an,aid,cus/0/id,cus/0/na,cus/0/sl,cus/1/id,cus/1/na,cus/1/sl,css,adc,att,amt,atbt,hsp,pdto,pri,act,pmsg,ttrev,trt,trts,des,iss,finalRank,dcl,smr,htd,htc,fm,inc,itg,ipt,ipos,gtl,Lon,Lat,ius,icr,iush,ust,usicon,uscom,uscomid,sha,shc,rgrl,ida,dtxt,otxt,mofs,mdis,ipa,ptxt,mpro,iccm,isVatInc,hrd,hasv,fids/0,fids/1,fids/2,fids/3,fids/4,fids/5,fids/6,fids/7,verticalType,verticals/0,mentyp,isub,isds,prtg,ctav,spd/cat,spd/type,spd/token,sldk,cld,tpvc,prom,ismgrtd,isfof,rnk/rtrk,rnk/orrk,rnk/acrk,rnk/frrk,rnk/rork,rnk/inrk,dhcvid,isTalabatPro,is_tpro,is_tstar,tstar_desc,sponsored_rank,cus/2/id,cus/2/na,cus/2/sl,cus/3/id,cus/3/na,cus/3/sl,fids/8,fids/9,fids/10,fids/11,fids/12,fids/13,fids/14,fids/15,verticals/1,ftgs/0,cus/4/id,cus/4/na,cus/4/sl,cus/5/id,cus/5/na,cus/5/sl,verticals/2,verticals/3,verticals/4,verticals/5
3143,0,Somthing-Sweet_635816734339472373.jpg,Something Sweet,5942,"Something Sweet, Hawally",something-sweet-hawally,1,1,3.5,Good,true,1,5,105,Within 105 mins,105 - 115 mins,true,true,false,false,false,false,false,false,false,Close,1.5,0,0,0,0,0,0,something-sweet,,,22,Desserts,,,,,Desserts,,,,,true,5,,10/28/2015 00:00:00,,0,65 ratings,65,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_4.jpg,48.0358,29.3348,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,32,28,100002,53,,,,,0,0,1,false,false,0,0,,,,3.415,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,0,Juicy-Chicken_635894288171653433.jpg,Juicy Chicken,7818,"Juicy Chicken, Ardiya Small Industrial",juicy-chicken-ardiya-small-industrial,1,1,3.6,Good,true,1,0,75,Within 75 mins,75 - 85 mins,true,true,false,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,juicy-chicken,,,18,American,,12,Sandwiches,,"American, Sandwiches, Burgers",,,,,false,0,,01/26/2016 18:14:39,,0,267 ratings,267,,false,143,,,false,false,false,false,false,false,false,autohero_American_10.jpg,47.911945,29.294819,true,true,false,,,Coka,1,87,3,false,false,,,0,0,false,,0,false,false,false,true,28,100004,53,,,,,,0,0,1,false,false,3,0,,,,17.815,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,14,Burgers,,,,,,,,,,,,,,,,,,,,,,,,
3415,0,Sultan-Al-Bukh_635832103123389171.jpg,Sultan Albukhari,6552,"Sultan Albukhari, Mahboula",sultan-albukhari-mahboula,1,1,3.8,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,true,true,false,false,false,Close,0.5,0,0,0,0,0,0,sultan-albukhari,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,true,5,,11/13/2015 00:00:00,,0,249 ratings,249,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_2.jpg,48.048778,29.200500,true,true,true,,logo_pepsi.png,Pepsi,2,24,4,false,true,5% OFF orders above KD 10.00,5% OFF orders above KD 10.00,0,0,true,Free Pepsi with orders over KD 5.00,0,false,false,false,true,60,32,27,623,628,28,29,100002,0,0,1,false,false,1,0,,,,15.469,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,100003,53,,,,,,,,,,,,,,,,,,
3669,0,Dairy-Queen-English_635852611378880670.jpg,Dairy Queen,7268,"Dairy Queen, Salmiya",dairy-queen-salmiya,1,1,3.4,Good,true,1,5,5,Within 5 mins,5 - 15 mins,true,true,true,false,true,true,false,false,false,Close,0.5,0,0,0,0,0,0,dairy-queen,,,51,Frozen Yogurt,,2,Chinese,,"Frozen Yogurt, Chinese, Desserts",,,,,true,2,,07/27/2020 00:00:00,,0,337 ratings,337,,false,143,,,false,false,false,true,false,false,false,pre-img-03_636579238198317017.jpg,48.06603,29.339363,false,false,false,,,,0,9,2,false,true,20% OFF orders above KD 100.00,20% OFF orders above KD 100.00,1,2,true,Free Token with orders over KD 3.00,0,false,false,false,true,32,27,623,628,36,28,29,100000,0,0,1,false,false,0,0,,,,0.075,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,22,Desserts,,,,,100002,,,,,,,,,,,,,,,,,,,
3684,0,Sredaan_Arb_636010714807620395.jpg,Sredan,9217,"Sredan, Salmiya",sredan-salmiya,1,1,3.6,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,sredan,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic, Sandwiches",,,,,false,0,,05/25/2016 09:42:36,,0,52 ratings,52,,false,143,,,false,false,false,true,false,false,false,autohero_Kuwaiti_6.jpg,48.056639,29.318250,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,28,29,,,,,,,0,0,1,false,false,3,0,,,,2.516,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,12,Sandwiches,,,,,,,,,,,,,,,,,,,,,,,,
3690,0,Biryani-Mahal_635859119534292691.jpg,Biryani Mahal,7407,"Biryani Mahal , Sharq",biryani-mahal-sharq,1,1,4,Very good,true,2,10,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,biryani-mahal,,,5,Indian,,,,,Indian,,,,,false,0,,12/16/2015 23:58:51,,0,159 ratings,159,,false,143,,,false,false,false,false,false,false,false,autohero_Indian_5.jpg,47.993048,29.37767,false,false,false,,,,0,48,1,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,100003,53,,,,0,0,1,false,false,0,0,,,,9.208,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,0,P_635894992413831383.jpg,BGR The Burger Joint,7691,"The Burger Joint, Hawally",the-burger-joint-hawally,1,1,3.6,Good,true,1,0,75,Within 75 mins,75 - 85 mins,true,true,false,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,bgr-the-burger-joint,,,14,Burgers,,18,American,,"Burgers, American, Desserts",,,,,false,0,,01/15/2016 09:36:55,,0,34 ratings,34,,false,143,,,false,false,false,false,false,false,false,autohero_Burgers_2.jpg,48.012002,29.346683,true,true,false,,,Coka,1,7,2,false,false,,,0,0,false,,0,false,false,false,true,28,100002,100004,,,,,,0,0,1,false,false,0,0,,,,6.092,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,22,Desserts,,,,,,,,,,,,,,,,,,,,,,,,
3888,0,Eats-Logo_635950276124208436.jpg,Eats,8037,"Eats , Mahboula 2",eats-mahboula-2,1,1,3.5,Good,true,1,10,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,eats,,,18,American,,14,Burgers,,"American, Burgers",,,,,false,0,,03/01/2016 00:00:00,,0,112 ratings,112,,false,143,,,false,false,false,false,false,false,false,autohero_American_4.jpg,48.122244,29.156319,true,true,false,,,Coka,1,24,4,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,,,,,,0,0,1,false,false,0,0,,,,21.18,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,0,Sweet-Street-Desserts_636077338107830817.jpg,Sweet Street,7864,"Sweet Saray, Hawally",sweet-saray-hawally,1,1,0,Normal,true,0,7,240,Within 4 hrs,240 - 250 mins,false,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,sweet-saray,,,310,Beverages,,22,Desserts,,"Beverages, Desserts",,,,,false,0,,02/02/2016 10:40:39,,0,No rating,No rating,,false,143,,,false,false,true,true,false,false,false,autohero_Beverages_6.jpg,48.01419,29.3411,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,,,,,,0,0,1,false,false,0,0,,,,5.791,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,0,Aklat_635912386595994370.jpg,Aklat,8012,"Aklat restaurant, Mubarak Al-Kabir",aklat-restaurant-mubarak-alkabir,1,1,3.9,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,false,false,true,true,false,false,false,Close,1,0,0,0,0,0,0,aklat-restaurant,,,21,Turkish,,12,Sandwiches,,"Turkish, Sandwiches",,,,,true,5,,10/17/2016 00:00:00,,0,32 ratings,32,,false,143,,,false,false,false,true,false,false,false,Pizza-Parties_636292322935864862.jpg,48.079859,29.187983,false,false,false,,,,0,58,6,false,false,,,0,0,false,,0,false,false,false,true,32,28,100002,100003,53,,,,0,0,1,false,false,0,0,,,,16.803,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,0,BO-MISHARY-FINAL-LOGO_635901020262174430.jpg,Shawarma Bu Mashari,7981,"Shawarma Abu Mushari, Hawally",shawarma-abu-mushari-hawally,1,1,2.7,Normal,true,0,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,true,false,false,false,Close,0.5,0,0,0,0,0,0,shawarma-bu-mashari,,,332,Shawarma & Doner,,12,Sandwiches,,"Shawarma & Doner, Sandwiches",,,,,false,0,,02/12/2016 13:46:05,,0,29 ratings,29,,false,143,,,false,false,false,false,false,false,false,autohero_Shawarma&Doner_3.jpg,48.026626,29.337704,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,53,,,,,0,0,1,false,false,0,0,,,,4.407,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,0,Rosetta_Eng_635901165806109298.jpg,Rosetta,7888,"Bulldogs Cookies, Ardhiya",bulldogs-cookies-ardhiya,1,1,3.5,Good,true,1,5,90,Within 90 mins,90 - 100 mins,true,true,true,false,false,true,false,false,false,Close,0.5,0,0,0,0,0,0,rosetta,,,5,Indian,,19,Kuwaiti,,"Indian, Kuwaiti, Chinese",,,,,true,2,,02/04/2016 11:53:37,,0,112 ratings,112,,false,143,,,false,false,false,false,false,false,false,autohero_Indian_4.jpg,47.978000,29.369556,false,false,false,,,,0,62,3,false,false,,,0,0,false,,0,false,false,false,true,32,28,29,100002,53,,,,0,0,1,false,false,2,0,,,,10.382,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,2,Chinese,,,,,,,,,,,,,,,,,,,,,,,,
4000,0,La-_Terrase__635936306892269997.jpg,La Terrasse,8000,La Terrasse - Abu Hasaniya,la-terrasse-abu-hasaniya,1,1,3.1,Good,true,1,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,true,false,false,false,Close,0.5,0,0,0,0,0,0,la-terrasse,,,14,Burgers,,18,American,,"Burgers, American",,,,,true,2,,02/15/2016 12:55:37,,0,35 ratings,35,,false,143,,,false,false,false,false,false,false,false,autohero_Burgers_1.jpg,48.103738,29.213426,true,true,false,,,Coka,1,108,6,false,false,,,0,0,false,,0,false,false,false,true,32,28,29,,,,,,0,0,1,false,false,3,0,,,,14.518,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,0,Burger_House_635935762383641762.jpg,Burger House ,8192,"Burger House , Kuwait City",burger-house-kuwait-city,1,1,3.9,Very good,true,2,4.5,90,Within 90 mins,90 - 100 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,burger-house,,,14,Burgers,,18,American,,"Burgers, American",,,,,false,0,,03/07/2016 12:49:05,,0,171 ratings,171,,false,143,,,false,false,false,false,false,false,false,autohero_Burgers_4.jpg,47.993011,29.375737,false,false,false,,,,0,4,1,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,100003,,,,,0,0,1,false,false,0,0,,,,9.113,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,0,Steak__Fahita-Station_635956377967355526.jpg,Steak & Fahita Stations,8375,"Fahita Station & Steak, Salmiya",fahita-station-steak-salmiya,1,1,3.7,Good,true,1,2.5,60,Within 60 mins,60 - 70 mins,true,true,false,false,true,false,false,false,false,Close,0.25,0,0,0,0,0,0,steak-fahita-stations,,,18,American,,12,Sandwiches,,"American, Sandwiches, Burgers",,,,,false,0,,03/24/2016 00:00:00,,0,44 ratings,44,,false,143,,,false,false,false,false,false,false,false,autohero_American_7.jpg,48.089687,29.346806,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,28,100002,53,,,,,,0,0,1,false,false,1,0,,,,2.744,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,14,Burgers,,,,,,,,,,,,,,,,,,,,,,,,
4062,0,logo-Oba_635940731425974982.jpg,Oba,8195,"Oba, Sharq",oba-sharq,1,1,0,Normal,true,0,15,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Close,0,0,0,0,0,0,0,oba,,,21,Turkish,,24,Breakfast,,"Turkish, Breakfast",,,,,true,2,,03/07/2016 20:05:33,,0,No rating,No rating,,false,143,,,false,false,false,false,false,false,false,autohero_Turkish_4.jpg,0,0,false,false,false,,,Coka,1,48,1,false,false,,,0,0,false,,0,false,false,false,true,32,26,28,29,100001,100002,,,0,0,1,false,false,0,0,,,,14.985,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,0,Arzaag-logo-resturant_635926004645458897.jpg,Arzaag,9022,"Arzaag, Kuwait City",arzaag-kuwait-city,1,1,3.7,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,arzaag,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,false,0,,05/10/2016 10:07:30,,0,94 ratings,94,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_4.jpg,47.967917,29.367083,false,false,false,,,,0,4,1,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,,,,,,0,0,1,false,false,2,0,,,,11.365,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,0,Omas-Noodles-Logo-_635931492617108802.jpg,Oma's Noodles,8372,"Oma's, Sharq",omas-sharq,1,1,3.9,Very good,true,2,5,90,Within 90 mins,90 - 100 mins,true,true,true,false,false,true,false,false,false,Close,1,0,0,0,0,0,0,omas-noodles,,,397,Asian,,,,,Asian,,,,,false,0,,05/03/2016 00:00:00,,0,30 ratings,30,,false,143,,,false,false,false,false,false,false,false,autohero_Asian_4.jpg,47.99268,29.3705,false,false,false,,,,0,48,1,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,100003,53,,,,0,0,1,false,false,0,0,,,,8.9,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,0,The_Recipe_635952339602111026.jpg,The Recipe,8296,"The Recipe , Sharq",the-recipe-sharq,1,1,4,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,the-recipe,,,14,Burgers,,24,Breakfast,,"Burgers, Breakfast, International",,,,,false,0,,03/18/2016 21:14:18,,0,43 ratings,43,,false,143,,,false,false,false,false,false,false,false,autohero_Burgers_6.jpg,47.98984199999995,29.376954,true,true,false,,,Coka,1,48,1,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,100003,,,,,0,0,1,false,false,0,0,,,,9.488,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,396,International,,,,,,,,,,,,,,,,,,,,,,,,
4179,0,Mandilicious_636124925526585255.jpg,Mandilicious,12323,"Mandilicious, Salmiya,Boulevard",mandilicious-salmiyaboulevard,1,1,3.2,Good,true,1,2.5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0.25,0,0,0,0,0,0,mandilicious,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,false,0,,10/26/2016 00:00:00,,0,47 ratings,47,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_3.jpg,0,0,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,,,,,,0,0,1,false,false,0,0,,,,14.985,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,0,Burger__Fries_635942502336611640.jpg,Burger & Fries,8340,"Burger & Fries, Ardhiya",burger-fries-ardhiya,1,1,3.8,Very good,true,2,10,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,burger-fries,,,14,Burgers,,18,American,,"Burgers, American",,,,,true,2,,03/22/2016 00:00:00,,0,125 ratings,125,,false,143,,,false,false,false,false,false,false,false,autohero_Burgers_5.jpg,47.911166,29.29429,false,false,false,,,,0,62,3,false,false,,,0,0,false,,0,false,false,false,true,32,28,29,100002,100003,53,,,0,0,1,false,false,0,0,,,,17.914,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,0,Seyidoglu_logo_635949602739039098.jpg,Seyidoglu,8534,"Seyidoglu, Mangaf",seyidoglu-mangaf,1,1,3.1,Good,true,1,6,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Close,0.4,0,0,0,0,0,0,seyidoglu,,,22,Desserts,,21,Turkish,,"Desserts, Turkish",,,,,true,2,,03/30/2016 18:48:50,,0,56 ratings,56,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_7.jpg,48.13849600000003,29.104516,true,true,false,,,Coka,1,32,4,false,false,,,0,0,false,,0,false,false,false,true,32,28,29,100002,,,,,0,0,1,false,false,2,0,,,,27.207,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,0,Sauce_Street_Sliders__635952907449256099.jpg,Sauce Street Sliders,8558,"Sauce Street Sliders, Kuwait City",sauce-street-sliders-kuwait-city,1,1,4,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,sauce-street-sliders,,,14,Burgers,,18,American,,"Burgers, American",,,,,false,0,,04/02/2016 11:39:30,,0,92 ratings,92,,false,143,,,false,false,false,false,false,false,false,autohero_Burgers_5.jpg,48.03324,29.3489,true,true,false,,,Coka,1,4,1,false,false,,,0,0,false,,0,false,false,false,true,28,100002,100003,,,,,,0,0,1,false,false,0,0,,,,3.84,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,0,MONSTER-CHAW-Eng_635972736935112205.jpg,Monster Chaw,8638,"Monster Chaw, Kuwait City",monster-chaw-kuwait-city,1,1,4.3,Very good,true,2,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,true,false,false,false,false,Close,0.5,0,0,0,0,0,0,monster-chaw,,,2,Chinese,,,,,Chinese,,,,,false,0,,04/08/2016 19:21:23,,0,36 ratings,36,,false,143,,,false,false,false,false,false,false,false,autohero_Chinese_8.jpg,47.982222,32.510556,false,false,false,,,,0,4,1,false,true,20% OFF selected items,20% OFF selected items,0,0,false,,0,false,false,false,true,27,623,628,28,29,100002,100003,,0,0,1,false,false,0,0,,,,352.194,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,0,Al-Mayass_635971033272763940.jpg,Al-Mayass,8850,"al mayass, Al-Bedae",al-mayass-albedae,1,1,4.2,Very good,true,2,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,almayass,,,3,Lebanese,,395,Arabic,,"Lebanese, Arabic",,,,,true,2,,04/24/2016 09:12:53,,0,123 ratings,123,,false,143,,,false,false,false,false,false,false,false,autohero_Lebanese_1.jpg,48.08949,29.320772,false,false,false,,,,0,74,2,false,false,,,0,0,false,,0,false,false,false,true,32,28,29,100003,100004,,,,0,0,1,false,false,3,0,,,,3.256,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,0,Majbous-Time_635964999738961307.jpg,Majbous Time,8720,"Makbos Time, Salmiya",makbos-time-salmiya,1,1,3.9,Very good,true,2,4,75,Within 75 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,majbous-time,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,true,2,,04/15/2016 16:05:50,,0,38 ratings,38,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_5.jpg,48.068707,29.3389,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,32,28,29,100002,100003,53,,,0,0,1,false,false,2,0,,,,0.266,false,false,540,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,0,Abdelwahab_635972961706708623.jpg,Abd El Wahab,8832,"Abdulwahab, Bneid Al Qar",abdulwahab-bneid-al-qar,1,1,2.9,Good,true,1,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,abdulwahab,,,3,Lebanese,,395,Arabic,,"Lebanese, Arabic",,,,,false,0,,04/22/2016 13:26:10,,0,29 ratings,29,,false,143,,,false,false,false,false,false,false,false,autohero_Lebanese_9.jpg,48.003699,29.380198,false,false,false,,,,0,46,1,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,100004,597,,,,0,0,1,false,false,0,0,,,,8.335,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,hygiene,,,,,,,,,,
4350,0,Shawarmanji_635984195360137775.jpg,Shawarmanji,8817,"Shawarmanji , Salmiya",shawarmanji-salmiya,1,1,3.2,Good,true,1,4.5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,true,false,false,false,Close,0.25,0,0,0,0,0,0,shawarmanji,,,332,Shawarma & Doner,,3,Lebanese,,"Shawarma & Doner, Lebanese, Sandwiches",,,,,false,0,,04/21/2016 00:36:12,,0,125 ratings,125,,false,143,,,false,false,false,true,false,false,false,autohero_Shawarma&Doner_2.jpg,48.0715612,29.3352938,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,28,29,100002,53,,,,,0,0,1,false,false,0,0,,,,0.698,false,false,0,false,false,11,1,1,42,4,141,,false,false,false,,9999,12,Sandwiches,,,,,,,,,,,,,,,,,,,,,,,,
4392,0,Logo_R_636028081897697189.jpg,Roomiyah,10697,"Roomiyah, Sharq",roomiyah-sharq,1,1,0,Normal,true,0,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,roomiyah,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,false,0,,06/14/2016 00:00:00,,0,No rating,No rating,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_8.jpg,0,0,false,false,false,,,,0,48,1,false,false,,,0,0,false,,0,false,false,false,true,28,100002,53,,,,,,0,0,1,false,false,0,0,,,,14.985,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,0,Eejabee_635995938565964824.jpg,Eejaabee,9149,"Eejaabee, hawally",eejaabee-hawally,1,1,2.4,Normal,true,0,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Close,0.5,0,0,0,0,0,0,eejaabee,,,22,Desserts,,,,,Desserts,,,,,true,2,,05/18/2016 16:11:08,,0,3 ratings,3,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_6.jpg,0,0,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,32,28,100002,53,,,,,0,0,1,false,false,0,0,,,,14.985,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,0,Route-Ledo_Eng_635980070789217507.jpg,Route Ledo,8967,"Route Ledo, Salmiya",route-ledo-salmiya,1,1,4.4,Very good,true,2,3,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,true,false,false,false,Close,0.25,0,0,0,0,0,0,route-ledo,,,397,Asian,,2,Chinese,,"Asian, Chinese, Indian",,,,,true,5,,05/05/2016 10:29:11,,0,415 ratings,415,,false,143,,,false,false,false,false,false,false,false,autohero_Asian_3.jpg,48.08805,29.347,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,32,28,29,100002,100003,,,,0,0,1,false,false,0,0,,,,2.581,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,5,Indian,,,,,,,,,,,,,,,,,,,,,,,,
4430,0,Copper-Chimney_636040086399378631.jpg,Copper Chimney,8965,"Copper Chimney, Al-Bedae",copper-chimney-albedae,1,1,3.6,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Close,0,0,0,0,0,0,0,copper-chimney,,,5,Indian,,,,,Indian,,,,,false,0,,05/04/2016 00:00:00,,0,105 ratings,105,,false,143,,,false,false,false,false,false,false,false,autohero_Indian_6.jpg,48.088817,29.321149,false,false,false,,,,0,74,2,false,false,,,0,0,false,,0,false,false,false,true,26,28,29,100001,100002,53,,,0,0,1,false,false,0,0,,,,3.171,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,0,Hug-Mug_635985832892537146.jpg,Hug Mug,9117,"Hug Mug, Andalous",hug-mug-andalous,1,1,2.5,Normal,true,0,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,true,true,false,false,false,Close,0.5,0,0,0,0,0,0,hug-mug,,,51,Frozen Yogurt,,15,Cafe,,"Frozen Yogurt, Cafe, Desserts",,,,,true,3,,05/16/2016 13:43:46,,0,56 ratings,56,,false,143,,,false,false,false,false,false,false,false,autohero_FrozenYogurt_9.jpg,47.90105,29.301235,false,false,false,,,,0,65,3,false,true,20% OFF orders above KD 10.00,20% OFF orders above KD 10.00,0,0,false,,0,false,false,false,true,32,27,623,628,28,29,100002,53,0,0,1,false,false,1,0,,,,18.811,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,22,Desserts,,,,,,,,,,,,,,,,,,,,,,,,
